1973	9	26.99	8.14			
1973	10	5.72	5.59			
1973	11	17.43	5.86			
1973	12	19.71	9.94			
1974	1	18.63	4.13			
1974	2	0	20.41			
1974	3	10.46	2.8			
1974	4	1.24	1.01			
1974	5	8.95	22.03			
1974	6	5.65	24.23			
1974	7	6.84	15.7			
1974	8	24.01	8.32			
1974	9	13.35	22.48			
1974	10	16.05	11.45			
1974	11	1.25	1.32			
1974	12	0.45	1.91			
1975	1	14.19	2.96			
1975	2	4.54	0.87			
1975	3	19.39	0.08			
1975	4	8.96	3.55			
1975	5	8.31	4.98			
1975	6	6.31	4.76			
1975	7	18.85	10.98			
1975	8	18.43	9.83			
1975	9	13.47	11.92			
1975	10	14.89	14.31			
1975	11	9.57	0.75			
1975	12	2.05	6.19			
1976	1	1.18	25.8			
1976	2	5.87	15.7			
1976	3	8.5	3.56			
1976	4	13.51	16.22			
1976	5	10.86	10.22			
1976	6	5	7.98			
1976	7	12.78	7.68			
1976	8	14.38	23.14			
1976	9	11.18	8.09			
1976	10	12.21	6.63			
1976	11	2.45	45.72			
1976	12	1.47	45.99			
1977	1	0.78	8.08			
1977	2	1.42	27.5			
1977	3	22.13	3.07			
1977	4	11.12	28.74			
1977	5	17.18	15.44			
1977	6	3.01	6.76			
1977	7	7.91	7.72			
1977	8	25.78	0.18			
1977	9	19.63	3.38			
1977	10	8.89	5.61			
1977	11	11.26	0.66			
1977	12	18	7.82			
1978	1	25.32	0			
1978	2	11.61	21.86			
1978	3	12.97	19.54			
1978	4	17.95	7.08			
1978	5	12.92	2.18			
1978	6	2.07	9.97			
1978	7	14.32	10.14			
1978	8	9.82	5.78			
1978	9	16.65	11.58			
1978	10	0.85	28.95			
1978	11	18.82	3.48			
